Gene stable ID,Transcript stable ID,Transcript stable ID version,Gene stable ID version
ENSG00000143947,ENST00000494756,ENST00000494756.1,ENSG00000143947.14
ENSG00000143947,ENST00000495843,ENST00000495843.1,ENSG00000143947.14
ENSG00000143947,ENST00000468810,ENST00000468810.1,ENSG00000143947.14
ENSG00000185088,ENST00000559763,ENST00000559763.1,ENSG00000185088.14
ENSG00000185088,ENST00000330964,ENST00000330964.10,ENSG00000185088.14
ENSG00000185088,ENST00000462430,ENST00000462430.5,ENSG00000185088.14
ENSG00000185088,ENST00000455271,ENST00000455271.5,ENSG00000185088.14
ENSG00000185088,ENST00000635699,ENST00000635699.1,ENSG00000185088.14
ENSG00000185088,ENST00000482846,ENST00000482846.1,ENSG00000185088.14
ENSG00000185088,ENST00000411926,ENST00000411926.1,ENSG00000185088.14
ENSG00000185088,ENST00000439025,ENST00000439025.1,ENSG00000185088.14
ENSG00000233927,ENST00000449223,ENST00000449223.3,ENSG00000233927.5
ENSG00000233927,ENST00000602140,ENST00000602140.1,ENSG00000233927.5
ENSG00000233927,ENST00000600659,ENST00000600659.3,ENSG00000233927.5
ENSG00000233927,ENST00000417088,ENST00000417088.2,ENSG00000233927.5
ENSG00000213741,ENST00000396020,ENST00000396020.7,ENSG00000213741.11
ENSG00000213741,ENST00000245458,ENST00000245458.11,ENSG00000213741.11
ENSG00000213741,ENST00000556230,ENST00000556230.2,ENSG00000213741.11
ENSG00000213741,ENST00000557367,ENST00000557367.2,ENSG00000213741.11
ENSG00000213741,ENST00000557111,ENST00000557111.5,ENSG00000213741.11
ENSG00000213741,ENST00000554075,ENST00000554075.2,ENSG00000213741.11
ENSG00000213741,ENST00000557519,ENST00000557519.1,ENSG00000213741.11
ENSG00000213741,ENST00000539688,ENST00000539688.1,ENSG00000213741.11
ENSG00000149273,ENST00000529173,ENST00000529173.5,ENSG00000149273.15
ENSG00000149273,ENST00000528439,ENST00000528439.5,ENSG00000149273.15
ENSG00000149273,ENST00000531188,ENST00000531188.6,ENSG00000149273.15
ENSG00000149273,ENST00000530164,ENST00000530164.5,ENSG00000149273.15
ENSG00000149273,ENST00000530721,ENST00000530721.5,ENSG00000149273.15
ENSG00000149273,ENST00000422465,ENST00000422465.6,ENSG00000149273.15
ENSG00000149273,ENST00000278572,ENST00000278572.10,ENSG00000149273.15
ENSG00000149273,ENST00000532872,ENST00000532872.5,ENSG00000149273.15
ENSG00000149273,ENST00000534440,ENST00000534440.5,ENSG00000149273.15
ENSG00000149273,ENST00000527446,ENST00000527446.5,ENSG00000149273.15
ENSG00000149273,ENST00000526608,ENST00000526608.5,ENSG00000149273.15
ENSG00000149273,ENST00000527273,ENST00000527273.5,ENSG00000149273.15
ENSG00000149273,ENST00000524851,ENST00000524851.5,ENSG00000149273.15
ENSG00000149273,ENST00000526248,ENST00000526248.5,ENSG00000149273.15
ENSG00000149273,ENST00000529285,ENST00000529285.5,ENSG00000149273.15
ENSG00000149273,ENST00000534555,ENST00000534555.5,ENSG00000149273.15
ENSG00000149273,ENST00000528847,ENST00000528847.1,ENSG00000149273.15
ENSG00000149273,ENST00000525933,ENST00000525933.1,ENSG00000149273.15
ENSG00000149273,ENST00000525690,ENST00000525690.1,ENSG00000149273.15
ENSG00000149273,ENST00000530170,ENST00000530170.1,ENSG00000149273.15
ENSG00000145425,ENST00000274065,ENST00000274065.9,ENSG00000145425.10
ENSG00000145425,ENST00000509736,ENST00000509736.5,ENSG00000145425.10
ENSG00000145425,ENST00000505243,ENST00000505243.5,ENSG00000145425.10
ENSG00000145425,ENST00000507485,ENST00000507485.1,ENSG00000145425.10
ENSG00000145425,ENST00000515818,ENST00000515818.5,ENSG00000145425.10
ENSG00000145425,ENST00000514682,ENST00000514682.5,ENSG00000145425.10
ENSG00000145425,ENST00000503002,ENST00000503002.5,ENSG00000145425.10
ENSG00000145425,ENST00000512690,ENST00000512690.5,ENSG00000145425.10
ENSG00000145425,ENST00000508783,ENST00000508783.5,ENSG00000145425.10
ENSG00000145425,ENST00000512797,ENST00000512797.5,ENSG00000145425.10
ENSG00000145425,ENST00000507327,ENST00000507327.5,ENSG00000145425.10
ENSG00000145425,ENST00000515792,ENST00000515792.5,ENSG00000145425.10
ENSG00000145425,ENST00000506126,ENST00000506126.5,ENSG00000145425.10
ENSG00000145425,ENST00000510993,ENST00000510993.1,ENSG00000145425.10
ENSG00000198034,ENST00000470671,ENST00000470671.1,ENSG00000198034.11
ENSG00000198034,ENST00000492695,ENST00000492695.1,ENSG00000198034.11
ENSG00000198034,ENST00000316084,ENST00000316084.10,ENSG00000198034.11
ENSG00000198034,ENST00000486733,ENST00000486733.2,ENSG00000198034.11
ENSG00000198034,ENST00000373626,ENST00000373626.4,ENSG00000198034.11
ENSG00000129824,ENST00000250784,ENST00000250784.13,ENSG00000129824.16
ENSG00000129824,ENST00000430575,ENST00000430575.1,ENSG00000129824.16
ENSG00000129824,ENST00000477725,ENST00000477725.1,ENSG00000129824.16
ENSG00000129824,ENST00000515575,ENST00000515575.1,ENSG00000129824.16
ENSG00000280969,ENST00000629237,ENST00000629237.2,ENSG00000280969.2
ENSG00000083845,ENST00000601521,ENST00000601521.5,ENSG00000083845.9
ENSG00000083845,ENST00000596314,ENST00000596314.5,ENSG00000083845.9
ENSG00000083845,ENST00000598098,ENST00000598098.5,ENSG00000083845.9
ENSG00000083845,ENST00000598495,ENST00000598495.5,ENSG00000083845.9
ENSG00000083845,ENST00000599909,ENST00000599909.1,ENSG00000083845.9
ENSG00000083845,ENST00000598807,ENST00000598807.1,ENSG00000083845.9
ENSG00000083845,ENST00000596046,ENST00000596046.1,ENSG00000083845.9
ENSG00000083845,ENST00000599232,ENST00000599232.1,ENSG00000083845.9
ENSG00000083845,ENST00000196551,ENST00000196551.8,ENSG00000083845.9
ENSG00000137154,ENST00000380394,ENST00000380394.9,ENSG00000137154.13
ENSG00000137154,ENST00000498815,ENST00000498815.1,ENSG00000137154.13
ENSG00000137154,ENST00000380384,ENST00000380384.5,ENSG00000137154.13
ENSG00000137154,ENST00000315377,ENST00000315377.4,ENSG00000137154.13
ENSG00000137154,ENST00000380381,ENST00000380381.3,ENSG00000137154.13
ENSG00000171863,ENST00000645674,ENST00000645674.2,ENSG00000171863.15
ENSG00000171863,ENST00000646909,ENST00000646909.1,ENSG00000171863.15
ENSG00000171863,ENST00000647131,ENST00000647131.1,ENSG00000171863.15
ENSG00000171863,ENST00000491937,ENST00000491937.6,ENSG00000171863.15
ENSG00000171863,ENST00000462576,ENST00000462576.5,ENSG00000171863.15
ENSG00000171863,ENST00000403564,ENST00000403564.5,ENSG00000171863.15
ENSG00000171863,ENST00000407445,ENST00000407445.8,ENSG00000171863.15
ENSG00000171863,ENST00000406376,ENST00000406376.1,ENSG00000171863.15
ENSG00000171863,ENST00000481006,ENST00000481006.1,ENSG00000171863.15
ENSG00000171863,ENST00000479123,ENST00000479123.1,ENSG00000171863.15
ENSG00000171863,ENST00000645540,ENST00000645540.1,ENSG00000171863.15
ENSG00000171863,ENST00000472966,ENST00000472966.1,ENSG00000171863.15
ENSG00000142937,ENST00000497035,ENST00000497035.5,ENSG00000142937.12
ENSG00000142937,ENST00000396651,ENST00000396651.8,ENSG00000142937.12
ENSG00000142937,ENST00000372209,ENST00000372209.3,ENSG00000142937.12
ENSG00000142937,ENST00000470475,ENST00000470475.1,ENSG00000142937.12
ENSG00000142937,ENST00000485390,ENST00000485390.5,ENSG00000142937.12
ENSG00000142937,ENST00000464658,ENST00000464658.1,ENSG00000142937.12
ENSG00000142937,ENST00000484599,ENST00000484599.1,ENSG00000142937.12
ENSG00000142937,ENST00000474582,ENST00000474582.1,ENSG00000142937.12
ENSG00000278081,ENST00000610953,ENST00000610953.3,ENSG00000278081.3
ENSG00000278081,ENST00000630852,ENST00000630852.1,ENSG00000278081.3
ENSG00000274626,ENST00000616928,ENST00000616928.3,ENSG00000274626.3
ENSG00000274626,ENST00000626065,ENST00000626065.1,ENSG00000274626.3
ENSG00000274646,ENST00000618247,ENST00000618247.4,ENSG00000274646.4
ENSG00000274646,ENST00000620940,ENST00000620940.4,ENSG00000274646.4
ENSG00000274646,ENST00000615346,ENST00000615346.4,ENSG00000274646.4
ENSG00000274646,ENST00000616107,ENST00000616107.4,ENSG00000274646.4
ENSG00000274646,ENST00000619965,ENST00000619965.4,ENSG00000274646.4
ENSG00000274646,ENST00000616038,ENST00000616038.4,ENSG00000274646.4
ENSG00000274646,ENST00000610765,ENST00000610765.4,ENSG00000274646.4
ENSG00000274646,ENST00000610796,ENST00000610796.4,ENSG00000274646.4
ENSG00000274646,ENST00000615013,ENST00000615013.4,ENSG00000274646.4
ENSG00000274646,ENST00000621001,ENST00000621001.4,ENSG00000274646.4
ENSG00000274646,ENST00000621621,ENST00000621621.4,ENSG00000274646.4
ENSG00000274646,ENST00000616625,ENST00000616625.4,ENSG00000274646.4
ENSG00000274646,ENST00000621080,ENST00000621080.1,ENSG00000274646.4
ENSG00000274646,ENST00000616082,ENST00000616082.3,ENSG00000274646.4
ENSG00000274646,ENST00000627616,ENST00000627616.1,ENSG00000274646.4
ENSG00000274950,ENST00000621749,ENST00000621749.4,ENSG00000274950.4
ENSG00000274950,ENST00000615859,ENST00000615859.4,ENSG00000274950.4
ENSG00000274950,ENST00000618690,ENST00000618690.4,ENSG00000274950.4
ENSG00000274950,ENST00000616298,ENST00000616298.4,ENSG00000274950.4
ENSG00000274950,ENST00000616536,ENST00000616536.4,ENSG00000274950.4
ENSG00000274950,ENST00000616290,ENST00000616290.4,ENSG00000274950.4
ENSG00000274950,ENST00000611921,ENST00000611921.4,ENSG00000274950.4
ENSG00000274950,ENST00000620540,ENST00000620540.4,ENSG00000274950.4
ENSG00000274950,ENST00000611511,ENST00000611511.4,ENSG00000274950.4
ENSG00000274950,ENST00000614070,ENST00000614070.4,ENSG00000274950.4
ENSG00000274950,ENST00000617485,ENST00000617485.4,ENSG00000274950.4
ENSG00000274950,ENST00000619600,ENST00000619600.1,ENSG00000274950.4
ENSG00000274950,ENST00000610850,ENST00000610850.1,ENSG00000274950.4
ENSG00000274950,ENST00000628741,ENST00000628741.1,ENSG00000274950.4
ENSG00000274950,ENST00000616877,ENST00000616877.3,ENSG00000274950.4
ENSG00000277079,ENST00000620720,ENST00000620720.3,ENSG00000277079.3
ENSG00000277079,ENST00000625297,ENST00000625297.1,ENSG00000277079.3
ENSG00000278270,ENST00000614737,ENST00000614737.4,ENSG00000278270.4
ENSG00000278270,ENST00000621233,ENST00000621233.4,ENSG00000278270.4
ENSG00000278270,ENST00000620356,ENST00000620356.4,ENSG00000278270.4
ENSG00000278270,ENST00000620740,ENST00000620740.4,ENSG00000278270.4
ENSG00000278270,ENST00000610644,ENST00000610644.4,ENSG00000278270.4
ENSG00000278270,ENST00000614095,ENST00000614095.4,ENSG00000278270.4
ENSG00000278270,ENST00000610826,ENST00000610826.4,ENSG00000278270.4
ENSG00000278270,ENST00000615167,ENST00000615167.4,ENSG00000278270.4
ENSG00000278270,ENST00000610799,ENST00000610799.4,ENSG00000278270.4
ENSG00000278270,ENST00000619229,ENST00000619229.4,ENSG00000278270.4
ENSG00000278270,ENST00000613820,ENST00000613820.1,ENSG00000278270.4
ENSG00000278270,ENST00000611572,ENST00000611572.3,ENSG00000278270.4
ENSG00000278270,ENST00000629619,ENST00000629619.1,ENSG00000278270.4
ENSG00000277359,ENST00000616839,ENST00000616839.3,ENSG00000277359.3
ENSG00000277359,ENST00000627525,ENST00000627525.1,ENSG00000277359.3
ENSG00000274005,ENST00000617291,ENST00000617291.3,ENSG00000274005.3
ENSG00000274005,ENST00000629607,ENST00000629607.1,ENSG00000274005.3
ENSG00000275323,ENST00000618751,ENST00000618751.3,ENSG00000275323.3
ENSG00000275323,ENST00000630768,ENST00000630768.1,ENSG00000275323.3
ENSG00000170889,ENST00000302907,ENST00000302907.9,ENSG00000170889.14
ENSG00000170889,ENST00000484121,ENST00000484121.5,ENSG00000170889.14
ENSG00000170889,ENST00000448962,ENST00000448962.5,ENSG00000170889.14
ENSG00000170889,ENST00000436445,ENST00000436445.5,ENSG00000170889.14
ENSG00000170889,ENST00000391752,ENST00000391752.5,ENSG00000170889.14
ENSG00000170889,ENST00000402367,ENST00000402367.5,ENSG00000170889.14
ENSG00000170889,ENST00000445961,ENST00000445961.5,ENSG00000170889.14
ENSG00000170889,ENST00000391751,ENST00000391751.7,ENSG00000170889.14
ENSG00000170889,ENST00000495002,ENST00000495002.5,ENSG00000170889.14
ENSG00000170889,ENST00000391753,ENST00000391753.6,ENSG00000170889.14
ENSG00000170889,ENST00000460761,ENST00000460761.1,ENSG00000170889.14
ENSG00000170889,ENST00000441429,ENST00000441429.1,ENSG00000170889.14
ENSG00000170889,ENST00000626547,ENST00000626547.2,ENSG00000170889.14
ENSG00000168028,ENST00000301821,ENST00000301821.11,ENSG00000168028.14
ENSG00000168028,ENST00000477325,ENST00000477325.1,ENSG00000168028.14
ENSG00000168028,ENST00000475346,ENST00000475346.1,ENSG00000168028.14
ENSG00000168028,ENST00000487876,ENST00000487876.1,ENSG00000168028.14
ENSG00000168028,ENST00000458478,ENST00000458478.5,ENSG00000168028.14
ENSG00000168028,ENST00000443003,ENST00000443003.2,ENSG00000168028.14
ENSG00000168028,ENST00000444512,ENST00000444512.2,ENSG00000168028.14
ENSG00000168028,ENST00000478027,ENST00000478027.2,ENSG00000168028.14
ENSG00000168028,ENST00000495394,ENST00000495394.1,ENSG00000168028.14
ENSG00000221983,ENST00000596304,ENST00000596304.5,ENSG00000221983.8
ENSG00000221983,ENST00000430157,ENST00000430157.6,ENSG00000221983.8
ENSG00000221983,ENST00000596273,ENST00000596273.5,ENSG00000221983.8
ENSG00000221983,ENST00000598814,ENST00000598814.1,ENSG00000221983.8
ENSG00000221983,ENST00000442744,ENST00000442744.7,ENSG00000221983.8
ENSG00000221983,ENST00000595683,ENST00000595683.5,ENSG00000221983.8
ENSG00000221983,ENST00000599256,ENST00000599256.5,ENSG00000221983.8
ENSG00000221983,ENST00000595158,ENST00000595158.5,ENSG00000221983.8
ENSG00000221983,ENST00000598780,ENST00000598780.5,ENSG00000221983.8
ENSG00000221983,ENST00000599551,ENST00000599551.5,ENSG00000221983.8
ENSG00000221983,ENST00000597451,ENST00000597451.5,ENSG00000221983.8
ENSG00000221983,ENST00000599595,ENST00000599595.5,ENSG00000221983.8
ENSG00000221983,ENST00000596272,ENST00000596272.5,ENSG00000221983.8
ENSG00000221983,ENST00000594527,ENST00000594527.1,ENSG00000221983.8
